Nº,Desc. nacionalidade,A/S curricular aluno,Sexo (M/F),Desc. tipos aluno,Cód. curso,Nome curso,Área Científica,Empregabilidade,Ano lectivo ingresso,Candidatos - Formade Ingresso 1.º ano 1.ª vez,Nota de Ingresso,Ano Nascimento,Idade neste ano letivo,Ano conclusão habilitação anterior,Classificação habilitação anterior,Desc. habilitação anterior,Desc. regime frequência,Bolsa DGES,Concelho,Km Distância ISEC Lisboa - Concelho Morada Indicada pelo estudante,Desc. habilitação literária mãe,Desc. habilitação literária pai,Desc. profissão mãe,Desc. profissão pai,Desc. situação profissional mãe,Desc. situação profissional pai,Desc. situação profissional (aluno),Desc. grupo profissional (aluno),ECTS (aprovados),ECTS (inscrito),% de ECTS feitos face inscritos,Média UC Realizadas,Diplomou-se até 2022 (Curso),Diplomou-se até 2022 (Data),Abandono?
20210219,Portuguesa,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],14.26,2001,20,2019,17,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Mestrado,12.º ano de escolaridade,"Representantes do poder legislativo e de órgãos executivos, dirigentes superiores da Administração Pública, de organizações especializadas, diretores","Representantes do poder legislativo e de órgãos executivos, dirigentes superiores da Administração Pública, de organizações especializadas, diretores",Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Pessoal Administrativo e Similares,55,60,92%,12.73,Não,Não,renovou no ano seguinte
20210261,Caboverdiana,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,16.00,2002,19,2020,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Amadora,8.00,Mestrado,Licenciatura,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais","Representantes do poder legislativo e de órgãos executivos, dirigentes superiores da Administração Pública, de organizações especializadas, diretores",Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Outra situação,51,60,85%,13.24,Não,Não,renovou no ano seguinte
20210250,Angolana,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,17.00,2002,19,2021,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Licenciatura,Licenciatura,Pessoal dos serviços de proteção e segurança,Professores,Serviço Militar,Outra Situação,Desconhecida /Não Tem,Desconhecido/não sabe,0,30,0%,0.00,Não,Não,Não renovou
20210252,Angolana,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,15.00,2001,20,2018,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Almada,16.50,Licenciatura,Licenciatura,"Operadores de dados, de contabilidade, estatística, de serviços financeiros e relacionados com o registo","Empregados de escritório, secretários em geral e operadores de processamento de dados",Trabalha por conta própria - (como empregador),Trabalha por conta própria - (como empregador),Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,46,60,77%,13.07,Não,Não,renovou no ano seguinte
20210264,Portuguesa,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,H - Licenciatura - Acesso para maiores de 23,17.40,1996,25,2014,16,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Odivelas,7.40,12.º ano de escolaridade,Curso de Especialização Tecnológica,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Desconhecido/não sabe,60,60,100%,15.97,Não,Não,renovou no ano seguinte
20210290,Portuguesa,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,M - Licenciatura - Titulares de Outros Cursos Superiores (Bach./Lic./Mest./Dout.),13.00,1989,32,2015,13,Licenciatura 1.º Ciclo,Pós-Laboral (horário não vinculativo),Não,Cascais,35.30,12.º ano de escolaridade,Licenciatura,Não Responde,Não Responde,Desempregado/a,Trabalha por conta de outrém,Trabalha por conta de outrém,"Empregados de escritório, secretários em geral e operadores de processamento de dados",60,60,100%,14.20,Não,Não,renovou no ano seguinte
20210154,Angolana,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,13.00,2004,17,2021,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Licenciatura,Bacharelato,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante","Especialistas das ciências físicas, matemáticas, engenharias e técnicas afins",55,60,92%,12.40,Não,Não,renovou no ano seguinte
20180218,Portuguesa,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,15.35,1999,22,2021,15,Titulares de diploma de CTeSP,Pós-Laboral (horário não vinculativo),Não,Vila Franca de Xira,34.40,Curso de Especialização Tecnológica,Outro grau,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,45,45,100%,15.78,Não,Não,renovou no ano seguinte
20210258,Angolana,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,13.00,1997,24,2016,10,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalhadores não Qualificados,0,60,0%,0.00,Não,Não,Não renovou
20210340,Portuguesa,1,F,Trabalhador Estudante,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,H - Licenciatura - Acesso para maiores de 23,18.57,1985,36,2003,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Mafra,35.00,Licenciatura,Especialização pós-licenciatura,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Desconhecido/não sabe,47,47,100%,15.68,Não,Não,renovou no ano seguinte
20210355,Portuguesa,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,H - Licenciatura - Acesso para maiores de 23,12.75,1988,33,2010,12,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Alcochete,34.50,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),4.º ano de escolaridade (antiga 4.ª classe),Domestica/o,Reformado/a,Domestica/o,Reformado/a,Trabalha por conta de outrém,Outra situação,30,60,50%,12.87,Não,Não,Não renovou
20210334,Angolana,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,13.00,1982,39,2003,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,0,60,0%,0.00,Não,Não,Não renovou
20210427,Portuguesa,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,H - Licenciatura - Acesso para maiores de 23,16.13,1994,27,2015,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,12.º ano de escolaridade,12.º ano de escolaridade,"Operadores de dados, de contabilidade, estatística, de serviços financeiros e relacionados com o registo",Outro pessoal das Forças Armadas,Trabalha por conta de outrém,Trabalha por conta de outrém,Desempregado/a,Pessoal de apoio directo a clientes,60,60,100%,15.90,Não,Não,renovou no ano seguinte
20210184,Portuguesa,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],13.86,2003,18,2021,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Oeiras,21.30,Licenciatura,Licenciatura,Não Responde,Não Responde,Trabalha por conta própria - independente (sem empregados),Trabalha por conta própria - (como empregador),"Aluno, estudante",Desconhecido/não sabe,60,60,100%,14.30,Não,Não,renovou no ano seguinte
20210440,Portuguesa,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],12.30,2000,21,2021,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Cascais,35.30,12.º ano de escolaridade,Desconhecido,Não Responde,Não Responde,Domestica/o,Trabalha por conta de outrém,"Aluno, estudante",Trabalhadores de limpeza,45,60,75%,13.22,Não,Não,renovou no ano seguinte
20200701,Portuguesa,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,H - Licenciatura - Acesso para maiores de 23,17.05,1979,42,1999,12,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Palmela,46.90,Ensino médio,Curso Especialização Tecnológica,"Técnicos e profissionais, de nível intermédio da saúde",Não disponível,Reformado/a,Reformado/a,Trabalha por conta de outrém,Técnicos e Profissionais de Nível Intermédio,53,76,70%,14.64,Não,Não,renovou no ano seguinte
20200379,Angolana,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,14.00,2001,20,2019,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Desempregado/a,"Trabalhadores não qualificados da indústria extractiva, construção, indústria transformadora e transportes",50,50,100%,13.72,Não,Não,renovou no ano seguinte
20200445,Angolana,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,12.00,2000,21,2018,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Almada,16.50,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,50,78,64%,11.36,Não,Não,renovou no ano seguinte
20210647,Angolana,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,I - Licenciatura - Mudança de Par Instituição/Curso,13.00,2000,21,2018,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Odivelas,7.40,Doutoramento,Ensino médio,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,53,53,100%,13.30,Não,Não,renovou no ano seguinte
20200232,Angolana,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],9.70,2000,21,2021,10,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Loures,10.10,Outra,Desconhecido,Não disponível,Não disponível,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,60,70,86%,12.78,Não,Não,renovou no ano seguinte
20200186,Portuguesa,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],14.08,1998,23,2016,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Desconhecido/não sabe,27,54,50%,15.11,Não,Não,Não renovou
20210206,Portuguesa,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,H - Licenciatura - Acesso para maiores de 23,13.37,1992,29,2019,16,Curso de Especialização Tecnológica,Pós-Laboral (horário não vinculativo),Não,Vila Franca de Xira,34.40,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),"Trabalhadores da transformação de alimentos, da madeira, do vestuário e outras indústrias e artesanato","Trabalhadores qualificados da metalurgia, metalomecânica e similares",Reformado/a,Reformado/a,Trabalha por conta de outrém,Técnicos e Profissionais de Nível Intermédio,60,60,100%,16.10,Não,Não,renovou no ano seguinte
20190483,Angolana,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,16.00,1999,22,2016,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,20,40,50%,12.50,Não,Não,Não renovou
20210668,Angolana,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,H - Licenciatura - Acesso para maiores de 23,12.40,1997,24,2015,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Outra Situação,Pessoal Administrativo e Similares,31,60,52%,11.42,Não,Não,renovou no ano seguinte
20190489,Portuguesa,1,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,16.00,2001,20,2021,16,Titulares de diploma de CTeSP,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Não Responde,Não Responde,"Aluno, estudante",Desconhecido/não sabe,45,45,100%,16.67,Não,Não,renovou no ano seguinte
20200276,Portuguesa,1,F,Trabalhador Estudante,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,I - Licenciatura - Mudança de Par Instituição/Curso,17.02,1990,31,2009,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Loures,10.10,Ensino médio,4.º ano de escolaridade (antiga 4.ª classe),Não Responde,Não Responde,Trabalha por conta de outrém,Desempregado/a,"Aluno, estudante",Outro pessoal de apoio de tipo administrativo,52,71,73%,12.85,Não,Não,renovou no ano seguinte
20200511,Portuguesa,1,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,I - Licenciatura - Mudança de Par Instituição/Curso,12.30,1993,28,2018,15,Curso de Especialização Tecnológica,Pós-Laboral (horário não vinculativo),Não,Torres Vedras,45.30,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Desconhecida /Não Tem,Não Responde,38,56,68%,12.29,Não,Não,renovou no ano seguinte
20200691,Portuguesa,1,M,Trabalhador Estudante,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,I - Licenciatura - Mudança de Par Instituição/Curso,11.20,1989,32,2007,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Setúbal,54.70,9º ano de esco(antigo 5º ano liceal/ensino técni.),12.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta própria - independente (sem empregados),Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrém,"Empregados de escritório, secretários em geral e operadores de processamento de dados",53,65,82%,12.66,Não,Não,renovou no ano seguinte
20200801,Portuguesa,2,M,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],16.11,2001,20,2019,15,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Oeiras,21.30,Doutoramento,12.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta de outrém,Serviço Militar,Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,52,52,100%,14.92,Não,Não,renovou no ano seguinte
20200516,Portuguesa,2,F,Normal,8042,Gestão Aeronáutica,345 – Gestão e Administração,96.50%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],13.37,1998,23,2016,14.8,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Amadora,8.00,12.º ano de escolaridade,12.º ano de escolaridade,Outra situação,Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,65,65,100%,15.66,Não,Não,renovou no ano seguinte
